# TIMESTAMP, CAN_ID, DATA_BYTES
  0.1792, 167, 00 80 00 00 00 1A 7F 00
  0.1910, 171, A5 00 A0 00 00 00 00 00
  0.1911, 42F, 00 00 00 00 00 00 00 00
  0.1911, 077, 00 00 08 00 00 07 E5 F9
  0.1911, 07D, 00 00 F9 60 00 1F E8 00
  0.1911, 213, FF FF 00 0C 01 11 FF 41
  0.1911, 214, 6F 66 00 00 00 00 24 60
  0.1911, 082, 8E 00 14 40 7C 00 60 FF
  0.1911, 085, 7E B9 00 00 F5 D0 7E 48
  0.1911, 216, 96 E0 55 E5 AA 00 00 00
  0.1911, 217, 00 00 00 00 00 00 00 00
  0.1911, 331, C0 00 71 24 02 1F 08 00
  0.1911, 3B6, 08 00 05 00 00 00 00 00
  0.1911, 3B7, 00 00 02 00 6C 6D 70 6B
  0.1911, 42C, 80 02 00 00 90 20 00 00
  0.1911, 4B0, C9 00 00 00 60 00 00 F9
  0.1911, 455, 00 00 00 00 00 00 00 00
  0.1911, 091, 7E FE 7F 3D 90 31 F0 00
  0.1912, 165, 10 C0 00 00 00 00 00 00
  0.1912, 047, 04 F0 ED F5 64 AF 00 00
  0.1912, 156, 91 00 00 00 03 00 00 00
  0.1912, 166, 7D 00 00 02 80 00 00 00
  0.1912, 167, 00 80 00 00 00 1A 7F 00
  0.1912, 178, 00 00 02 00 0E 8A CA 8A
  0.1912, 179, 00 00 00 00 5C A3 03 C4
  0.1912, 085, 7E B9 00 00 F4 E0 7E 48
  0.1912, 200, 00 00 80 1A 80 1A 00 00
  0.1961, 202, 04 ED 78 00 60 00 00 00
  0.1961, 204, C0 00 7D 00 00 00 00 00
  0.1961, 217, 00 00 00 00 00 00 00 00
  0.1961, 230, 00 00 00 00 8B 00 00 00
  0.1962, 415, 00 00 DC F5 8F FE 0F FE
  0.1962, 041, 00 00 00 00 00 00 00 00
  0.1962, 186, 14 04 02 26 81 F7 00 00
  0.1962, 41D, 00 00 E0 00 00 00 00 00
  0.1962, 421, 04 00 14 00 00 00 60 00
  0.1962, 424, 00 00 00 01 00 00 00 00
  0.1962, 3D4, FF C1 FE FF DF E0 00 00
  0.1962, 42D, 00 02 EB 00 00 00 20 00
  0.1962, 43D, 10 00 00 00 00 00 00 00
  0.1990, 43E, 00 37 10 8C 91 40 48 00
  0.1990, 204, C0 00 7D 00 00 00 00 00
  0.1990, 167, 00 80 00 00 00 1A 7F 00
  0.1991, 077, 00 00 07 FE 00 07 E5 FA
  0.1991, 07D, 00 00 F8 70 00 1F F8 00
  0.2049, 213, FF FF 00 0C 01 11 FF 41
  0.2049, 214, 6F 66 00 00 00 00 23 70
  0.2049, 082, 8D 00 14 40 7B 00 60 FF
  0.2050, 085, 7E B9 00 00 F3 F0 7E 48
  0.2051, 216, 96 E0 55 E5 AA 00 00 00
  0.2051, 217, 00 00 00 00 00 00 00 00
  0.2051, 4B0, C9 00 00 00 70 00 00 F8
  0.2070, 165, 10 C0 00 00 00 00 00 00
  0.2071, 047, 04 F0 ED F5 64 AF 00 00
  0.2071, 167, 00 80 00 00 00 1A 7F 00
  0.2071, 171, A5 00 A0 00 00 00 00 00
  0.2071, 200, 00 00 80 1A 80 1A 00 00
  0.2071, 202, 04 FB 08 00 60 00 00 00
  0.2071, 204, C0 00 7D 00 00 00 00 00
  0.2071, 085, 7E B9 00 00 02 00 7E 48
  0.2071, 217, 00 00 00 00 00 00 00 00
  0.2071, 230, 00 00 00 00 8B 00 00 00
  0.2071, 415, 00 00 E0 F4 8F FE 0F FE
  0.2089, 42F, 00 00 00 00 00 00 00 00
