# TIMESTAMP, CAN_ID, DATA_BYTES
  0.2912, 217, 00 00 00 00 00 00 00 00
  0.2954, 415, 00 00 F0 F0 8F FE 0F FE
  0.2954, 41D, 00 00 E0 00 00 00 00 00
  0.2955, 3D4, FF C1 FE FF DF E0 00 00
  0.2955, 4B0, F7 00 00 00 C0 00 00 F3
  0.2955, 204, C0 00 7D 00 00 00 00 00
  0.2955, 167, 00 80 00 00 00 1A 82 00
  0.2955, 171, A5 00 A0 00 00 00 00 00
  0.2955, 42F, 00 00 00 00 00 00 00 00
  0.2955, 041, 00 00 00 00 00 00 00 00
  0.2955, 3A3, 80 00 00 00 00 00 00 00
  0.2955, 42B, CB BE 80 00 00 00 00 00
  0.2955, 42C, 84 02 00 00 90 20 00 00
  0.2955, 085, 7E B8 00 00 FB 80 7E 48
  0.3111, 332, 00 B4 76 80 7A 00 00 00
  0.3114, 077, 00 00 07 FF 00 07 E9 FA
  0.3115, 07D, 00 00 F3 C0 00 1F F7 FF
  0.3115, 213, FF FF 00 0C 01 11 FF 41
  0.3115, 214, 6F 66 00 00 00 00 1E C0
  0.3115, 216, 96 E0 55 E5 AA 00 00 00
  0.3115, 217, 00 00 00 00 00 00 00 00
  0.3115, 165, 10 C0 00 00 00 00 00 00
  0.3115, 167, 00 80 00 00 00 1A 82 00
  0.3115, 200, 00 00 80 1B 80 1B 00 00
  0.3115, 202, 04 F0 60 00 60 00 00 00
  0.3115, 204, C0 00 7D 00 00 00 00 00
  0.3116, 230, 00 00 00 00 89 00 00 00
  0.3116, 326, 01 A0 02 B0 81 D0 00 00
  0.3116, 082, 80 00 14 40 7B 00 60 FF
  0.3116, 085, 7E B8 00 00 FA 90 7E 48
  0.3119, 186, 14 04 02 26 81 F7 00 00
  0.3119, 091, 7E F1 7F 3B F5 DB F0 00
  0.3156, 217, 00 00 00 00 00 00 00 00
  0.3157, 415, 00 00 F4 EF 8F FE 0F FE
  0.3157, 41D, 00 00 E0 00 00 00 00 00
  0.3157, 333, 00 1C 00 00 00 00 00 00
  0.3157, 4B0, F7 00 00 00 D0 00 00 F2
  0.3157, 204, C0 00 7D 00 00 00 00 00
  0.3157, 167, 00 80 00 00 00 1A 82 00
  0.3157, 43D, 10 00 00 00 00 00 00 00
  0.3228, 43E, 00 37 10 8C 95 40 48 00
  0.3228, 041, 00 00 00 00 00 00 00 00
  0.3228, 242, 01 80 1F 80 C2 00 00 01
  0.3228, 083, 00 E0 80 00 00 02 00 00
  0.3228, 263, D0 00 FF FD 01 E8 00 00
  0.3229, 085, 7E B8 00 00 F9 A0 7E 48
  0.3229, 37B, 00 00 00 00 00 00 00 00
  0.3229, 430, 03 02 F3 09 8C 01 33 91
  0.3229, 3D4, FF C1 FE FF DF E0 00 00
  0.3243, 077, 00 00 08 00 00 07 E9 FA
  0.3303, 07D, 00 00 F2 D0 00 1F F7 FD
  0.3303, 213, FF FF 00 0C 01 11 FF 41
  0.3303, 214, 6F 66 00 00 00 00 1D D0
  0.3303, 216, 96 E0 55 E5 AA 00 00 00
  0.3303, 217, 00 00 00 00 00 00 00 00
  0.3303, 416, 59 00 F5 04 00 00 0F FF
  0.3303, 165, 10 C0 00 00 00 00 00 00
  0.3303, 167, 00 80 00 00 00 1A 82 00
  0.3304, 171, A5 00 A0 00 00 00 00 00
  0.3304, 200, 00 00 80 1B 80 1B 00 00
  0.3304, 202, 04 EE 70 00 60 00 00 00
  0.3304, 204, C0 00 7D 00 00 00 00 00
  0.3304, 230, 00 00 00 00 89 00 00 00
  0.3327, 42F, 00 00 00 00 00 00 00 00
  0.3398, 082, 80 00 14 40 7B 00 60 FF
  0.3398, 085, 7E B8 00 00 F8 B0 7E 48
  0.3399, 186, 14 04 02 26 81 F7 00 00
  0.3399, 217, 00 00 00 00 00 00 00 00
  0.3399, 415, 00 00 F8 EE 8F FE 0F FE
  0.3399, 41D, 00 00 E0 00 00 00 00 00
  0.3399, 4B0, F7 00 00 00 E0 00 00 F1
  0.3399, 204, C0 00 7D 00 00 00 00 00
  0.3399, 167, 00 80 00 00 00 1A 82 00
  0.3399, 041, 00 00 00 00 00 00 00 00
  0.3399, 091, 7E F1 7F 4F D7 E5 F0 00
  0.3399, 085, 7E B8 00 00 F7 C0 7E 48
  0.3426, 077, 00 00 08 00 00 07 E9 F9
  0.3426, 07D, 00 00 F1 E0 00 1F F8 00
  0.3426, 213, FF FF 00 0C 01 11 FF 41
  0.3426, 214, 6F 66 00 00 00 00 1C E0
  0.3426, 216, 96 E0 55 E5 AA 00 00 00
  0.3440, 217, 00 00 00 00 00 00 00 00
  0.3440, 165, 10 C0 00 00 00 00 00 00
  0.3480, 167, 00 80 00 00 00 1A 82 00
  0.3481, 200, 00 00 80 1B 80 1B 00 00
  0.3481, 202, 04 FC 00 00 60 00 00 00
  0.3481, 204, C0 00 7D 00 00 00 00 00
  0.3481, 230, 00 00 00 00 89 00 00 00
  0.3481, 42C, 84 02 00 00 90 20 00 00
  0.3481, 04A, 02 00 00 00 00 00 00 C0
  0.3481, 04B, 00 C0 D8 D8 D8 D8 D8 00
  0.3481, 082, 80 00 14 40 7B 00 60 FF
  0.3481, 085, 7E B8 00 00 F6 D0 7E 48
  0.3571, 332, 00 B4 76 80 7A 00 00 00
  0.3571, 186, 14 04 02 26 81 F7 00 00
  0.3571, 217, 00 00 00 00 00 00 00 00
  0.3571, 3D4, FF C1 FE FF DF E0 00 00
  0.3572, 415, 00 00 FC ED 8F FE 0F FE
  0.3572, 41D, 00 00 E0 00 00 00 00 00
  0.3572, 4B0, F7 00 00 00 F0 00 00 F0
  0.3572, 204, C0 00 7D 00 00 00 00 00
  0.3572, 167, 00 80 00 00 00 1A 82 00
  0.3572, 171, A5 00 A0 00 00 00 00 00
  0.3572, 42F, 00 00 00 00 00 00 00 00
  0.3572, 455, 00 00 00 00 00 00 00 00
  0.3572, 041, 00 00 00 00 00 00 00 00
  0.3572, 242, 01 80 1F 7F C2 00 00 01
  0.3573, 3A3, 80 00 00 00 00 00 00 00
  0.3573, 085, 7E B8 00 00 F5 E0 7E 48
  0.3593, 091, 7E FE 7F 41 C9 F4 F0 00
  0.3594, 077, 00 00 07 FF 00 07 E5 FA
  0.3594, 07D, 00 00 F0 F0 00 1F D8 00
  0.3594, 213, FF FF 00 0C 01 11 FF 41
  0.3594, 214, 6F 66 00 00 00 00 1B F0
  0.3594, 216, 96 E0 55 E5 AA 00 00 00
  0.3594, 217, 00 00 00 00 00 00 00 00
  0.3594, 165, 10 C0 00 00 00 00 00 00
  0.3625, 156, 95 00 00 00 03 00 00 00
  0.3626, 166, 7D 00 00 02 80 00 00 00
  0.3626, 167, 00 80 00 00 00 1A 82 00
  0.3626, 178, 00 00 02 00 0E 91 CA 90
  0.3626, 179, 00 00 00 00 5C A3 02 D0
  0.3655, 200, 00 00 80 1B 80 1B 00 00
  0.3656, 202, 04 FA 10 00 60 00 00 00
  0.3656, 204, C0 00 7D 00 00 00 00 00
  0.3656, 230, 00 00 00 00 89 00 00 00
  0.3656, 421, 04 00 14 00 00 00 5A 00
  0.3656, 424, 00 00 00 01 00 00 00 00
  0.3656, 082, 80 00 14 40 7B 00 60 FF
